Query, Precision, Recall, F1, MeanPrecision, MeanPrecision@10, NDCG
10,1.0,0.75,0.8571428571428571,0.6666666666666666,0.6666666666666666,1.0
13,0.1,0.08333333333333333,0.0909090909090909,0.1,0.1,0.6934264036172708
37,0.05,0.006711409395973154,0.01183431952662722,0.0,0.0,0.27023815442731974
4,0.0,0.0,0.0,0.0,0.0,0.0
26,0.5,0.2127659574468085,0.2985074626865672,0.5405860805860805,0.5091836734693878,0.7824502371445152
21,0.35,0.0875,0.13999999999999999,0.5380952380952382,0.62,0.9083806733553654
17,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
24,0.5,0.38461538461538464,0.4347826086956522,0.47927595280536456,0.42116402116402113,0.6373354649212266
11,0.05,0.009009009009009009,0.015267175572519083,0.0,0.0,0.38685280723454163
50,0.15,0.009933774834437087,0.01863354037267081,0.05360623781676413,0.0,0.2872946158361791
5,0.05,0.041666666666666664,0.04545454545454545,0.0,0.0,0.43067655807339306
1,0.6,0.1518987341772152,0.24242424242424243,0.6804006179006179,0.8,0.9281007456787506
42,0.05,0.0014347202295552368,0.0027894002789400282,0.0,0.0,0.5
36,0.9,0.07086614173228346,0.13138686131386862,0.7354363343914428,0.5844246031746032,0.8687837965518274
45,0.05,0.00641025641025641,0.011363636363636364,0.0,0.0,1.0
3,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
43,0.05,0.005128205128205128,0.009302325581395349,0.0,0.0,0.5
19,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
34,0.05,0.03225806451612903,0.0392156862745098,0.0,0.0,0.3562071871080222
47,0.0,0.0,0.0,0.0,0.0,0.0
12,0.3,0.0234375,0.043478260869565216,0.6108058608058607,0.75,0.9242940609333796
28,0.05,0.07692307692307693,0.060606060606060615,0.0,0.0,1.0
38,0.0,0.0,0.0,0.0,0.0,0.0
15,0.05,0.011111111111111112,0.01818181818181818,0.0,0.0,0.25
18,1.0,1.0,1.0,0.0,0.0,1.0
41,0.1,0.003436426116838488,0.006644518272425249,0.05,0.0,0.29504741099093457
27,0.05,0.034482758620689655,0.04081632653061224,0.0,0.0,1.0
49,0.25,0.0684931506849315,0.10752688172043011,0.39499999999999996,0.4270833333333333,0.6952971929640485
35,0.35,0.025830258302583026,0.048109965635738834,0.46808196962995724,0.6041666666666666,0.8471081195881599
30,0.05,0.006060606060606061,0.010810810810810811,0.0,0.0,1.0
7,0.35,0.06086956521739131,0.10370370370370371,0.6142857142857144,0.6142857142857144,0.8409783535922071
29,0.05,0.023255813953488372,0.031746031746031744,0.0,0.0,0.5
16,0.25,0.034013605442176874,0.05988023952095809,0.27487179487179486,0.26666666666666666,0.5844166674743723
33,0.0,0.0,0.0,0.0,0.0,0.0
25,0.05,0.03125,0.038461538461538464,0.0,0.0,0.38685280723454163
9,0.8,0.1391304347826087,0.23703703703703705,0.638024863477166,0.47091836734693876,0.7372805681973066
22,0.0,0.0,0.0,0.0,0.0,0.0
6,1.0,0.2127659574468085,0.3508771929824561,0.95,0.9,1.0
32,0.05,0.0020161290322580645,0.003875968992248062,0.0,0.0,0.26264953503719357
44,0.55,0.01694915254237288,0.03288490284005979,0.4920677361853832,0.47222222222222215,0.6253214206836896
46,0.75,0.07614213197969544,0.1382488479262673,0.8973767752715122,0.9,0.992208929809741
40,0.15,0.010830324909747292,0.020202020202020204,0.1037037037037037,0.05555555555555555,0.3756063953342777
8,0.0,0.0,0.0,0.0,0.0,0.0
20,0.1,0.017241379310344827,0.02941176470588235,0.03571428571428571,0.0,0.6279790124049077
48,0.15,0.01935483870967742,0.03428571428571429,0.2333333333333333,0.25,0.8042002401773756
2,0.3,0.0594059405940594,0.09917355371900825,0.543859649122807,0.6,0.9162407775234312
23,0.1,0.012658227848101266,0.02247191011235955,0.125,0.125,0.8102255193577976
Avg,0.22599999999999998,0.07638380094167646,0.09774897642919733,0.20452385629327388,0.20274674981103552,0.5205090731050356
